Year,PopulationSize,Total_palmata,Total_cervicornis,Total_prolifera,Ratio_palmata_to_cervicornis,cervicornis_ancestry_in_palmata,palmata_ancestry_in_cervicornis,palmata_ancestry_in_prolifera,cervicornis_ancestry_in_prolifera
773,726,175,226,325,0.774336,0.119187,0.142529,0.424235,0.575765
774,731,183,227,321,0.806167,0.1194,0.142157,0.426803,0.573197
775,735,184,223,328,0.825112,0.119423,0.142608,0.423444,0.576556
776,737,184,222,331,0.828829,0.120054,0.142541,0.424104,0.575896
777,722,185,222,315,0.833333,0.119982,0.142423,0.425516,0.574484
778,719,185,224,310,0.825893,0.120154,0.142272,0.423384,0.576616
779,731,187,227,317,0.823789,0.120541,0.14224,0.423747,0.576253
780,737,186,224,327,0.830357,0.120887,0.142255,0.423433,0.576567
781,729,184,222,323,0.828829,0.121285,0.142018,0.423488,0.576512
782,727,185,219,323,0.844749,0.121024,0.141972,0.422351,0.577649
783,727,189,219,319,0.863014,0.121218,0.141972,0.42362,0.57638
784,732,189,221,322,0.855204,0.121247,0.141771,0.423058,0.576942
785,732,190,222,320,0.855856,0.120294,0.141976,0.423051,0.576949
786,727,187,221,319,0.846154,0.120151,0.141746,0.426285,0.573715
787,732,189,220,323,0.859091,0.120048,0.142339,0.427877,0.572123
788,727,187,219,321,0.853881,0.120291,0.142715,0.424586,0.575414
789,727,187,220,320,0.85,0.120111,0.142705,0.423976,0.576024
790,719,185,219,315,0.844749,0.120619,0.142955,0.425278,0.574722
791,734,184,221,329,0.832579,0.120563,0.143322,0.429101,0.570899
792,727,178,219,330,0.812785,0.120681,0.143211,0.427244,0.572756
793,712,174,220,318,0.790909,0.121271,0.14348,0.424888,0.575112
794,733,177,224,332,0.790179,0.120919,0.143869,0.424293,0.575707
795,723,173,222,328,0.779279,0.121474,0.143984,0.427994,0.572006
796,728,178,220,330,0.809091,0.121818,0.143735,0.424912,0.575088
797,732,182,220,330,0.827273,0.122001,0.143616,0.429265,0.570735
798,727,173,220,334,0.786364,0.122113,0.143905,0.432567,0.567433
799,726,170,220,336,0.772727,0.121701,0.144254,0.4339,0.5661
800,743,177,219,347,0.808219,0.122231,0.144109,0.440749,0.559251
801,741,174,223,344,0.780269,0.122648,0.144413,0.439743,0.560257
802,737,177,220,340,0.804545,0.122379,0.144552,0.442944,0.557056
803,724,176,220,328,0.8,0.121467,0.144365,0.443426,0.556574
804,726,179,223,324,0.802691,0.12234,0.144086,0.437827,0.562173
805,729,184,220,325,0.836364,0.121733,0.144237,0.436422,0.563578
806,716,178,221,317,0.80543,0.12146,0.143466,0.43262,0.56738
807,722,183,224,315,0.816964,0.121692,0.143016,0.431823,0.568177
808,725,177,226,322,0.783186,0.120993,0.142819,0.43063,0.56937
809,715,174,228,313,0.763158,0.120797,0.143669,0.427439,0.572561
810,717,173,226,318,0.765487,0.1205,0.143714,0.429045,0.570955
811,719,172,224,323,0.767857,0.121266,0.143459,0.425691,0.574309
812,720,173,225,322,0.768889,0.121723,0.143437,0.425105,0.574895
813,728,175,224,329,0.78125,0.121145,0.143635,0.423858,0.576142
814,720,174,223,323,0.780269,0.120507,0.143724,0.42216,0.57784
815,735,176,228,331,0.77193,0.120499,0.14339,0.421976,0.578024
816,739,176,228,335,0.77193,0.120967,0.143111,0.423355,0.576645
817,737,178,229,330,0.777293,0.120187,0.143123,0.421933,0.578067
818,730,178,226,326,0.787611,0.12066,0.142587,0.424921,0.575079
819,731,182,227,322,0.801762,0.120519,0.14252,0.42589,0.57411
820,728,179,225,324,0.795556,0.120666,0.143146,0.423851,0.576149
821,728,175,227,326,0.770925,0.121049,0.14351,0.420895,0.579105
822,723,172,227,324,0.757709,0.121843,0.144005,0.415187,0.584813
823,724,178,227,319,0.784141,0.121775,0.144104,0.412601,0.587399
824,731,180,232,319,0.775862,0.121067,0.1443,0.416077,0.583923
825,736,178,233,325,0.763948,0.121007,0.143383,0.41796,0.58204
826,715,174,229,312,0.759825,0.122056,0.144097,0.41459,0.58541
827,725,176,231,318,0.761905,0.122393,0.144033,0.416425,0.583575
828,722,176,229,317,0.768559,0.122436,0.14408,0.417503,0.582497
829,723,173,232,318,0.74569,0.122221,0.143969,0.417844,0.582156
830,717,173,229,315,0.755459,0.123238,0.144342,0.424576,0.575424
831,736,180,233,323,0.772532,0.122326,0.144934,0.42721,0.57279
832,748,181,232,335,0.780172,0.122706,0.145575,0.430264,0.569736
833,730,174,231,325,0.753247,0.122735,0.145776,0.428447,0.571553
834,726,169,231,326,0.731602,0.122831,0.145686,0.426386,0.573614
835,723,170,232,321,0.732759,0.122736,0.145745,0.423974,0.576026
836,731,176,234,321,0.752137,0.1245,0.14642,0.423028,0.576972
837,722,181,228,313,0.79386,0.123616,0.145706,0.423532,0.576468
838,734,187,227,320,0.823789,0.123696,0.146241,0.420693,0.579307
839,731,183,230,318,0.795652,0.123166,0.146572,0.416549,0.583451
840,737,183,230,324,0.795652,0.122879,0.146019,0.418597,0.581403
841,733,180,230,323,0.782609,0.122867,0.145799,0.418264,0.581736
842,732,184,231,317,0.796537,0.122914,0.145532,0.418135,0.581865
843,729,188,226,315,0.831858,0.123117,0.144601,0.417627,0.582373
844,725,185,223,317,0.829596,0.124112,0.144489,0.419842,0.580158
845,729,187,224,318,0.834821,0.123916,0.144805,0.419823,0.580177
846,738,184,227,327,0.810573,0.123585,0.144747,0.423244,0.576756
847,732,179,223,330,0.802691,0.12416,0.144682,0.424799,0.575201
848,732,181,222,329,0.815315,0.124485,0.144482,0.422953,0.577047
849,733,181,223,329,0.811659,0.123947,0.144312,0.421906,0.578094
850,725,177,224,324,0.790179,0.124336,0.144613,0.41988,0.58012
851,727,174,225,328,0.773333,0.124801,0.144345,0.42132,0.57868
852,735,177,227,331,0.779736,0.125056,0.143782,0.421535,0.578465
853,729,179,226,324,0.792035,0.124485,0.143316,0.417615,0.582385
854,727,178,231,318,0.770563,0.124153,0.143749,0.418798,0.581202
855,735,179,232,324,0.771552,0.124192,0.143896,0.420007,0.579993
856,737,179,231,327,0.774892,0.12414,0.144041,0.423301,0.576699
857,731,175,231,325,0.757576,0.124762,0.144357,0.422512,0.577488
858,740,177,233,330,0.759657,0.125151,0.144886,0.422404,0.577596
859,727,179,226,322,0.792035,0.125813,0.144659,0.421878,0.578122
860,737,182,226,329,0.80531,0.126487,0.144377,0.423608,0.576392
861,735,181,229,325,0.790393,0.126772,0.144383,0.417609,0.582391
862,735,183,227,325,0.806167,0.126563,0.144723,0.416802,0.583198
863,738,182,230,326,0.791304,0.126487,0.144708,0.417402,0.582598
864,744,180,231,333,0.779221,0.12628,0.143984,0.417997,0.582003
865,737,180,230,327,0.782609,0.126675,0.143617,0.421119,0.578881
866,730,181,229,320,0.790393,0.12613,0.143737,0.41676,0.58324
867,728,180,227,321,0.792952,0.125895,0.143386,0.416232,0.583768
868,722,180,227,315,0.792952,0.125416,0.14332,0.414107,0.585893
869,730,181,227,322,0.797357,0.126668,0.143428,0.412567,0.587433
870,738,185,228,325,0.811404,0.126936,0.143513,0.411103,0.588897
871,733,183,228,322,0.802632,0.126491,0.144104,0.408606,0.591394
872,732,178,230,324,0.773913,0.125384,0.144154,0.411326,0.588674
873,734,182,232,320,0.784483,0.124686,0.144639,0.413495,0.586505
